Date,Price
2024-02-28 21:00:00,3323.55
2024-02-28 22:00:00,3341.62
2024-02-28 23:00:00,3386.34
2024-02-29 00:00:00,3450.13
2024-02-29 01:00:00,3418.79
2024-02-29 02:00:00,3404.45
2024-02-29 03:00:00,3408.37
2024-02-29 04:00:00,3446.85
2024-02-29 05:00:00,3468.37
2024-02-29 06:00:00,3480.52
2024-02-29 07:00:00,3468.75
2024-02-29 08:00:00,3478.91
2024-02-29 09:00:00,3463.25
2024-02-29 10:00:00,3472.75
2024-02-29 11:00:00,3513.84
2024-02-29 12:00:00,3465.15
2024-02-29 13:00:00,3479.15
2024-02-29 14:00:00,3470.84
2024-02-29 15:00:00,3469.59
2024-02-29 16:00:00,3441.46
2024-02-29 17:00:00,3383.67
2024-02-29 18:00:00,3369.17
2024-02-29 19:00:00,3404.13
2024-02-29 20:00:00,3395.82
2024-02-29 21:00:00,3350.47
2024-02-29 22:00:00,3324.31
2024-02-29 23:00:00,3342.24
2024-03-01 00:00:00,3379.88
2024-03-01 01:00:00,3376.12
2024-03-01 02:00:00,3367.52
2024-03-01 03:00:00,3368.9
2024-03-01 04:00:00,3376.49
2024-03-01 05:00:00,3370.54
2024-03-01 06:00:00,3388.19
2024-03-01 07:00:00,3367.14
2024-03-01 08:00:00,3422.98
2024-03-01 09:00:00,3431.49
2024-03-01 10:00:00,3409.15
2024-03-01 11:00:00,3412.62
2024-03-01 12:00:00,3425.09
2024-03-01 13:00:00,3439.56
2024-03-01 14:00:00,3416.91
2024-03-01 15:00:00,3391.19
2024-03-01 16:00:00,3388.54
2024-03-01 17:00:00,3419.73
2024-03-01 18:00:00,3432.7
2024-03-01 19:00:00,3429.93
2024-03-01 20:00:00,3448.73
2024-03-01 21:00:00,3429.45
2024-03-01 22:00:00,3436.19
2024-03-01 23:00:00,3435.9
2024-03-02 00:00:00,3459.57
2024-03-02 01:00:00,3445.22
2024-03-02 02:00:00,3441.24
2024-03-02 03:00:00,3446.36
2024-03-02 04:00:00,3431.69
2024-03-02 05:00:00,3423.49
2024-03-02 06:00:00,3440.43
2024-03-02 07:00:00,3434.6
2024-03-02 08:00:00,3421.64
2024-03-02 09:00:00,3407.91
2024-03-02 10:00:00,3411.73
2024-03-02 11:00:00,3409.15
2024-03-02 12:00:00,3424.29
2024-03-02 13:00:00,3414.1
